model_name_raw,baseline_core6_index_0_100,baseline_rank,best_rank_across_bbh_loo,worst_rank_across_bbh_loo,median_rank_across_bbh_loo,max_abs_rank_shift,task_at_max_abs_rank_shift,top_n_cutoff,top_n_count_across_bbh_loo,bbh_leaf_task_n
Cran-May/merge_model_20250308_4,84.8984360452717,75,74,77,75.0,2,leaderboard_bbh_hyperbaton,100,24,24
YOYO-AI/Qwen2.5-14B-YOYO-0505,84.14389823366515,90,88,90,90.0,2,leaderboard_bbh_disambiguation_qa,100,24,24
YOYO-AI/Qwen2.5-14B-YOYO-0805,84.14389823366515,91,89,91,91.0,2,leaderboard_bbh_disambiguation_qa,100,24,24
tensopolis/phi-4-tensopolis-v1,83.17718876103487,97,97,99,97.0,2,leaderboard_bbh_object_counting,100,24,24
ehristoforu/qwen2.5-test-32b-it,83.0865987964064,98,97,100,98.0,2,leaderboard_bbh_causal_judgement,100,24,24
YOYO-AI/Qwen2.5-14B-YOYO-V4,83.05295074324297,99,97,100,99.0,2,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,24,24
CultriX/Qwen2.5-14B-partialmergept1,81.66056578852107,104,103,106,104.0,2,leaderboard_bbh_hyperbaton,100,0,24
prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,81.59148116803674,105,104,107,105.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
CultriX/SeQwence-14Bv3,81.37747065802505,106,105,108,106.0,2,leaderboard_bbh_causal_judgement,100,0,24
bunnycore/Phi-4-RP-v0,81.30406172484444,107,105,109,107.0,2,leaderboard_bbh_geometric_shapes,100,0,24
qingy2024/Qwen2.6-14B-Instruct,81.18875518381458,108,107,110,108.0,2,leaderboard_bbh_hyperbaton,100,0,24
EpistemeAI/DeepThinkers-Phi4,80.8328394782866,110,110,112,110.0,2,leaderboard_bbh_object_counting,100,0,24
DoppelReflEx/MiniusLight-24B-v1d-test,80.74186721075492,112,110,114,112.0,2,leaderboard_bbh_object_counting,100,0,24
DoppelReflEx/MiniusLight-24B-v1c-test,80.70065434838894,113,111,115,113.0,2,leaderboard_bbh_causal_judgement,100,0,24
fluently-sets/FalconThink3-10B-IT,80.58552026838483,114,112,116,114.0,2,leaderboard_bbh_disambiguation_qa,100,0,24
zelk12/MT3-Gen4-gemma-2-9B,80.4335777140616,116,114,117,116.0,2,leaderboard_bbh_movie_recommendation,100,0,24
allknowingroger/GemmaSlerp5-10B,80.1631132112387,118,118,120,118.0,2,leaderboard_bbh_sports_understanding,100,0,24
Quazim0t0/Lo-Phi-14b,79.97094817871904,119,118,121,119.0,2,leaderboard_bbh_causal_judgement,100,0,24
DavidAU/DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,79.8502822424098,121,119,123,121.0,2,leaderboard_bbh_boolean_expressions,100,0,24
CultriX/Qwen2.5-14B-Unity,79.69740262879525,122,120,123,122.0,2,leaderboard_bbh_movie_recommendation,100,0,24
tiiuae/Falcon3-7B-Instruct,79.44640738886595,123,121,124,123.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
NousResearch/DeepHermes-3-Mistral-24B-Preview,78.69989594402368,126,125,128,126.0,2,leaderboard_bbh_object_counting,100,0,24
mistralai/Mistral-Large-Instruct-2411,78.43989714170448,128,126,130,128.0,2,leaderboard_bbh_boolean_expressions,100,0,24
neopolita/jessi-v0.2-falcon3-10b-instruct,78.36478313914775,129,127,131,129.0,2,leaderboard_bbh_hyperbaton,100,0,24
CombinHorizon/zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,76.92785683497432,151,149,153,151.0,2,leaderboard_bbh_snarks,100,0,24
newsbang/Homer-v1.0-Qwen2.5-7B,75.41076045770606,173,171,175,173.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
Danielbrdz/Barcenas-10b,75.31713760990922,175,173,177,175.0,2,leaderboard_bbh_causal_judgement,100,0,24
marcuscedricridia/Qwen2.5-7B-Preview,75.11215608757576,177,175,179,177.0,2,leaderboard_bbh_causal_judgement,100,0,24
Aashraf995/Creative-7B-nerd,72.89115290642123,204,202,206,204.0,2,leaderboard_bbh_disambiguation_qa,100,0,24
hotmailuser/QwenSlerp-7B,72.65348123674353,207,205,208,207.0,2,leaderboard_bbh_sports_understanding,100,0,24
allknowingroger/Qwen2.5-7B-task4,71.93749001605713,217,215,219,217.0,2,leaderboard_bbh_disambiguation_qa,100,0,24
tiiuae/Falcon3-10B-Base,71.17250869776717,228,226,230,228.0,2,leaderboard_bbh_hyperbaton,100,0,24
tensopolis/falcon3-10b-tensopolis-v1,70.73689452392894,234,232,236,234.0,2,leaderboard_bbh_causal_judgement,100,0,24
Nexesenex/Llama_3.1_8b_DodoWild_v2.01,68.49338754087499,267,266,269,268.0,2,leaderboard_bbh_object_counting,100,0,24
DreadPoor/inexpertus_1.2-8B-LINEAR,66.13691198505788,285,285,287,285.0,2,leaderboard_bbh_disambiguation_qa,100,0,24
DreadPoor/Aspire_1.3-8B_model-stock,65.88294000858882,287,286,289,287.0,2,leaderboard_bbh_logical_deduction_seven_objects,100,0,24
Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.01,65.75333994583487,289,287,290,289.0,2,leaderboard_bbh_logical_deduction_five_objects,100,0,24
Qwen/QwQ-32B-Preview,65.08068182323989,295,293,296,295.0,2,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
Alsebay/Qwen2.5-7B-test-novelist,65.01791545925262,296,294,298,296.0,2,leaderboard_bbh_causal_judgement,100,0,24
SkyOrbis/SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-15000,64.09952339764949,305,303,307,306.0,2,leaderboard_bbh_geometric_shapes,100,0,24
hotmailuser/LlamaStock-8B,64.09625407466137,306,305,308,305.0,2,leaderboard_bbh_object_counting,100,0,24
BlackBeenie/Neos-Phi-3-14B-v0.1,63.7408341831355,308,306,310,308.0,2,leaderboard_bbh_hyperbaton,100,0,24
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,63.57896568927057,309,307,311,309.0,2,leaderboard_bbh_hyperbaton,100,0,24
DoppelReflEx/MN-12B-Mimicore-GreenSnake,63.437306804101866,310,308,312,311.0,2,leaderboard_bbh_date_understanding,100,0,24
Delta-Vector/Control-8B,63.36842221415112,312,310,314,311.5,2,leaderboard_bbh_causal_judgement,100,0,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,63.24187691144306,313,311,314,313.0,2,leaderboard_bbh_boolean_expressions,100,0,24
DoppelReflEx/L3-8B-R1-WolfCore,62.91426262051707,315,313,316,315.0,2,leaderboard_bbh_web_of_lies,100,0,24
DoppelReflEx/MN-12B-Mimicore-Nocturne,62.07945971553952,318,318,320,318.5,2,leaderboard_bbh_causal_judgement,100,0,24
tiiuae/Falcon3-Mamba-7B-Instruct,61.99826522977302,319,318,321,319.0,2,leaderboard_bbh_boolean_expressions,100,0,24
SentientAGI/Dobby-Mini-Unhinged-Llama-3.1-8B,61.8802081655916,320,318,321,320.0,2,leaderboard_bbh_boolean_expressions,100,0,24
Sicarius-Prototyping/Brainy_LLAMA,61.84402836764907,321,319,322,320.5,2,leaderboard_bbh_date_understanding,100,0,24
khoantap/llama-3-8b-stock-merge,60.70541901033128,332,331,334,332.0,2,leaderboard_bbh_web_of_lies,100,0,24
jebish7/Llama-3.1-8B-Instruct,60.6356403709313,333,332,335,333.0,2,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
DoppelReflEx/L3-8B-R1-WolfCore-V1.5-test,58.03139773451684,367,366,369,367.0,2,leaderboard_bbh_object_counting,100,0,24
Nexesenex/Llama_3.1_8b_Dolermed_V1.01,56.41143990143606,387,385,389,386.5,2,leaderboard_bbh_causal_judgement,100,0,24
DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,55.4610201371521,399,398,401,399.0,2,leaderboard_bbh_boolean_expressions,100,0,24
bunnycore/Gemma2-9B-TitanFusion,54.55512008132114,405,403,406,405.0,2,leaderboard_bbh_boolean_expressions,100,0,24
AIDC-AI/Marco-o1,52.214377506852834,425,423,426,425.0,2,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
Sakalti/Llama3.2-3B-Uranus-1,50.31168768782292,440,438,442,440.0,2,leaderboard_bbh_causal_judgement,100,0,24
siqi00/Mistral-7B-DFT,49.69717841886464,447,445,448,447.0,2,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
jebish7/Llama-3-Nanda-10B-Chat,48.50398640355766,458,456,459,458.0,2,leaderboard_bbh_temporal_sequences,100,0,24
bunnycore/Qwen2.5-7B-R1-Bespoke-Stock,48.36221358226226,459,457,460,459.0,2,leaderboard_bbh_causal_judgement,100,0,24
DavidAU/DeepHermes-3-Llama-3-8B-Preview-16.5B-Brainstorm,48.16485378543729,460,458,460,460.0,2,leaderboard_bbh_hyperbaton,100,0,24
ehristoforu/coolqwen-3b-it,47.68401340795083,461,461,463,461.0,2,leaderboard_bbh_navigate,100,0,24
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,47.50668281483265,463,461,465,462.5,2,leaderboard_bbh_disambiguation_qa,100,0,24
bunnycore/Smol-Llama-3.2-3B,47.13784223974565,466,464,468,466.0,2,leaderboard_bbh_date_understanding,100,0,24
EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,46.92180802427591,469,467,471,469.0,2,leaderboard_bbh_boolean_expressions,100,0,24
Danielbrdz/Barcenas-3b-GRPO,46.780281775828456,470,468,472,470.0,2,leaderboard_bbh_causal_judgement,100,0,24
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,45.617724364284015,482,480,484,482.5,2,leaderboard_bbh_boolean_expressions,100,0,24
Triangle104/DSR1-Distill-Llama-Lit-8B,44.73231314012967,491,489,492,491.0,2,leaderboard_bbh_sports_understanding,100,0,24
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,43.170992397938896,502,500,504,502.0,2,leaderboard_bbh_hyperbaton,100,0,24
bunnycore/Llama-3.2-3B-ToxicKod,42.854716754164464,503,502,505,504.0,2,leaderboard_bbh_logical_deduction_five_objects,100,0,24
Daemontatox/AetherUncensored,42.16837761768481,508,506,510,508.0,2,leaderboard_bbh_boolean_expressions,100,0,24
SaisExperiments/RightSheep-Llama3.2-3B,40.30479038722715,528,526,530,528.0,2,leaderboard_bbh_formal_fallacies,100,0,24
CYFRAGOVPL/Llama-PLLuM-8B-chat,39.488300166023,533,532,535,533.0,2,leaderboard_bbh_formal_fallacies,100,0,24
AuraIndustries/Aura-MoE-2x4B,39.42008807281436,534,533,536,534.0,2,leaderboard_bbh_disambiguation_qa,100,0,24
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,39.27912426953068,535,534,537,535.0,2,leaderboard_bbh_causal_judgement,100,0,24
godlikehhd/qwen-2.5-1.5b-cherry,39.23360357434986,536,534,537,536.0,2,leaderboard_bbh_causal_judgement,100,0,24
AicoresSecurity/Cybernet-Sec-3B-R1-V1,38.82579131468094,538,537,540,538.0,2,leaderboard_bbh_temporal_sequences,100,0,24
tinycompany/ShawtyIsBad-bgem3,36.75608367186653,552,550,553,552.0,2,leaderboard_bbh_geometric_shapes,100,0,24
tiiuae/Falcon3-1B-Instruct,36.59279025107119,553,553,555,554.0,2,leaderboard_bbh_web_of_lies,100,0,24
DeepMount00/Qwen2-1.5B-Ita_v3,36.41493981074286,555,555,557,556.0,2,leaderboard_bbh_geometric_shapes,100,0,24
DeepMount00/Qwen2-1.5B-Ita,36.41178917156759,556,554,558,556.0,2,leaderboard_bbh_boolean_expressions,100,0,24
GenVRadmin/AryaBhatta-GemmaOrca-2-Merged,36.084212347869936,558,556,558,558.0,2,leaderboard_bbh_boolean_expressions,100,0,24
DeepMount00/Qwen2-1.5B-Ita_v2,35.91682192272727,559,559,561,559.0,2,leaderboard_bbh_movie_recommendation,100,0,24
DavidAU/Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,35.69025589922187,562,560,564,562.0,2,leaderboard_bbh_boolean_expressions,100,0,24
DeepMount00/Qwen2-1.5B-Ita_v5,35.35376512727401,565,563,567,565.0,2,leaderboard_bbh_boolean_expressions,100,0,24
win10/Norns-Qwen2.5-12B,35.234611618321416,566,564,567,566.0,2,leaderboard_bbh_object_counting,100,0,24
Daemontatox/Zirel_1.5,35.13618137083787,567,565,567,567.0,2,leaderboard_bbh_movie_recommendation,100,0,24
Nexesenex/Llama_3.2_1b_SunOrca_V1,33.83948226867464,570,570,572,570.0,2,leaderboard_bbh_temporal_sequences,100,0,24
Triangle104/Dolphin3-Llama3.2-Smart,33.67441323657165,572,570,572,572.0,2,leaderboard_bbh_temporal_sequences,100,0,24
huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2,32.27137470563623,577,575,579,577.0,2,leaderboard_bbh_geometric_shapes,100,0,24
prithivMLmods/Llama-3.2-6B-AlgoCode,32.05102371971412,579,577,581,579.5,2,leaderboard_bbh_formal_fallacies,100,0,24
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,31.87794004327337,583,581,585,583.0,2,leaderboard_bbh_date_understanding,100,0,24
Triangle104/Porpoise-R1-Llama3.2-3b,31.363988410787528,586,585,588,586.0,2,leaderboard_bbh_causal_judgement,100,0,24
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,30.86108357446296,591,589,593,591.0,2,leaderboard_bbh_ruin_names,100,0,24
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch3,30.86108357446296,592,590,594,592.0,2,leaderboard_bbh_ruin_names,100,0,24
meditsolutions/Llama-3.2-SUN-1B-chat,30.633195867791347,594,593,596,594.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
DRXD1000/Phoenix-7B,29.316593982382567,600,600,602,600.0,2,leaderboard_bbh_boolean_expressions,100,0,24
ell44ot/gemma-2b-def,28.211148373281805,605,604,607,605.0,2,leaderboard_bbh_web_of_lies,100,0,24
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,28.093059845561022,607,605,607,607.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,26.93419684181173,610,610,612,610.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
GenVRadmin/AryaBhatta-GemmaOrca-Merged,26.19871347322713,616,614,617,616.0,2,leaderboard_bbh_geometric_shapes,100,0,24
sumink/bbhqwen,26.025952426987004,617,615,617,617.0,2,leaderboard_bbh_geometric_shapes,100,0,24
qingy2019/OpenMath2-Llama3.1-8B,25.54398595492757,619,618,621,619.0,2,leaderboard_bbh_object_counting,100,0,24
iFaz/llama32_1B_en_emo_v1,25.218489284549293,621,620,623,621.0,2,leaderboard_bbh_formal_fallacies,100,0,24
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-DPO-1epoch_v1,23.49047977640598,629,627,631,629.0,2,leaderboard_bbh_geometric_shapes,100,0,24
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,23.40744878113245,630,629,632,630.0,2,leaderboard_bbh_disambiguation_qa,100,0,24
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,23.33562912204745,631,630,633,631.5,2,leaderboard_bbh_tracking_shuffled_objects_seven_objects,100,0,24
sumink/bbhqwen2,23.281830923689853,632,630,633,631.5,2,leaderboard_bbh_geometric_shapes,100,0,24
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,22.439516506452662,636,636,638,636.0,2,leaderboard_bbh_web_of_lies,100,0,24
NbAiLab/nb-llama-3.1-8B-Instruct,22.01172539961589,639,637,641,639.0,2,leaderboard_bbh_boolean_expressions,100,0,24
KingNish/qwen-1b-continued-v2.1,21.992434134020684,640,638,642,640.0,2,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,21.72008585380137,643,641,643,643.0,2,leaderboard_bbh_formal_fallacies,100,0,24
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,21.448642103336912,644,644,646,645.0,2,leaderboard_bbh_logical_deduction_five_objects,100,0,24
Arthur-LAGACHERIE/Precis-1B-Instruct,21.43569034517145,645,644,647,645.0,2,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,20.61772010492282,656,654,658,656.0,2,leaderboard_bbh_navigate,100,0,24
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,20.52862810385233,657,656,659,657.5,2,leaderboard_bbh_date_understanding,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-3ep,20.33123353438385,660,658,662,660.0,2,leaderboard_bbh_formal_fallacies,100,0,24
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,19.92473730021277,662,661,664,662.0,2,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep,19.876166836034898,663,661,665,663.0,2,leaderboard_bbh_hyperbaton,100,0,24
netcat420/Qwen2.5-DeepSeek-R1-MFANN-Slerp-7b,19.54849515058958,665,663,667,665.0,2,leaderboard_bbh_causal_judgement,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-2ep_0alp_5lam,19.524238652550352,666,664,667,666.0,2,leaderboard_bbh_geometric_shapes,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-1ep_1alp_0lam,19.269821259064287,668,668,670,669.0,2,leaderboard_bbh_reasoning_about_colored_objects,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,19.1672376882515,671,669,673,671.0,2,leaderboard_bbh_logical_deduction_seven_objects,100,0,24
necva/IE-cont-Llama3.1-8B,16.008048105804804,758,756,760,757.0,2,leaderboard_bbh_boolean_expressions,100,0,24
JayHyeon/Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,15.803887351330737,760,758,762,759.0,2,leaderboard_bbh_snarks,100,0,24
Alepach/notHumpback-M1-v2,15.701579451374222,761,759,761,761.0,2,leaderboard_bbh_hyperbaton,100,0,24
qq8933/OpenLongCoT-Base-Gemma2-2B,14.636782178838942,766,766,768,766.0,2,leaderboard_bbh_web_of_lies,100,0,24
akhadangi/Llama3.2.1B.BaseFiT,14.447177416004706,768,767,770,768.0,2,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,14.346842050045046,769,767,770,769.0,2,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,14.226960893794944,771,769,773,771.0,2,leaderboard_bbh_hyperbaton,100,0,24
NAPS-ai/naps-gemma-2-27b-v0.1.0,14.05212524079103,773,771,773,773.0,2,leaderboard_bbh_geometric_shapes,100,0,24
akhadangi/Llama3.2.1B.0.01-First,13.736260361871755,774,774,776,774.0,2,leaderboard_bbh_navigate,100,0,24
Amaorynho/BBAI2006,13.624913025008672,775,774,777,775.0,2,leaderboard_bbh_geometric_shapes,100,0,24
Amaorynho/BBAI_375,13.624913025008672,776,775,778,776.0,2,leaderboard_bbh_geometric_shapes,100,0,24
hotmailuser/QwenSparse-7B,13.519208698016422,777,775,778,777.0,2,leaderboard_bbh_disambiguation_qa,100,0,24
DavieLion/Llama-3.2-1B-SPIN-iter2,13.43289305773132,778,776,778,778.0,2,leaderboard_bbh_geometric_shapes,100,0,24
DavieLion/Llama-3.2-1B-SPIN-iter1,12.874920344947023,779,779,781,779.0,2,leaderboard_bbh_reasoning_about_colored_objects,100,0,24
akhadangi/Llama3.2.1B.0.1-First,12.771287207929264,781,779,781,781.0,2,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
EVA-UNIT-01/EVA-Qwen2.5-72B-v0.2,92.28367306806,5,5,6,5.0,1,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
prithivMLmods/Galactic-Qwen-14B-Exp2,92.15375826211312,6,5,6,6.0,1,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
Aryanne/QwentileSwap,91.27265437422233,8,8,9,8.0,1,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,24,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.7,91.00577050576663,9,8,10,9.0,1,leaderboard_bbh_causal_judgement,100,24,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.9,90.97418670337056,10,9,10,10.0,1,leaderboard_bbh_causal_judgement,100,24,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v3,89.73412054460171,13,13,14,13.0,1,leaderboard_bbh_geometric_shapes,100,24,24
bunnycore/Phi-4-Model-Stock-v4,89.63821693099517,14,13,15,14.0,1,leaderboard_bbh_geometric_shapes,100,24,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9-stock,89.42290569414399,15,15,16,15.0,1,leaderboard_bbh_disambiguation_qa,100,24,24
Cran-May/merge_model_20250308_2,89.17853013368217,18,17,18,18.0,1,leaderboard_bbh_ruin_names,100,24,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v6,88.73706728462214,19,19,20,19.0,1,leaderboard_bbh_disambiguation_qa,100,24,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.6,88.70131894650365,20,19,21,20.0,1,leaderboard_bbh_boolean_expressions,100,24,24
CultriX/Qwen2.5-14B-Hyperionv3,87.8484462141782,30,30,31,31.0,1,leaderboard_bbh_causal_judgement,100,24,24
CultriX/SeQwence-14B-EvolMerge,86.20541816173817,54,53,55,54.0,1,leaderboard_bbh_geometric_shapes,100,24,24
allknowingroger/QwenStock2-14B,85.89708777405765,58,58,59,58.0,1,leaderboard_bbh_navigate,100,24,24
YOYO-AI/Qwen2.5-14B-YOYO-SCE,83.85406498702189,93,92,94,93.0,1,leaderboard_bbh_formal_fallacies,100,24,24
sometimesanotion/Qwen2.5-14B-Vimarckoso-v2,83.80596607529992,94,93,95,94.0,1,leaderboard_bbh_disambiguation_qa,100,24,24
nisten/tqwendo-36b,82.46196420811096,101,100,102,101.0,1,leaderboard_bbh_causal_judgement,100,1,24
hotmailuser/Gemma2Crono-27B,82.33789595847381,102,101,102,102.0,1,leaderboard_bbh_causal_judgement,100,0,24
CultriX/Qwen2.5-14B-Emergedv3,81.88978020465531,103,103,104,103.0,1,leaderboard_bbh_tracking_shuffled_objects_three_objects,100,0,24
gz987/qwen2.5-7b-cabs-v0.4,79.18107938737842,124,123,125,124.0,1,leaderboard_bbh_causal_judgement,100,0,24
zelk12/MT-Merge4-gemma-2-9B,79.00888344101196,125,124,126,125.0,1,leaderboard_bbh_geometric_shapes,100,0,24
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,67.01602328380973,282,281,283,282.0,1,leaderboard_bbh_hyperbaton,100,0,24
DevQuasar/DevQuasar-R1-Uncensored-Llama-8B,66.7521029755181,283,282,284,283.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
CombinHorizon/huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,66.59335247977928,284,283,284,284.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
Nexesenex/Llama_3.1_8b_DoberWild_v2.02,66.10906903936804,286,285,287,286.0,1,leaderboard_bbh_date_understanding,100,0,24
bunnycore/Qwen-2.5-7B-Deep-Stock-v1,62.72433264401019,316,315,317,316.0,1,leaderboard_bbh_boolean_expressions,100,0,24
DreadPoor/Rusted_Platinum-8B-LINEAR,62.6212296657539,317,316,317,317.0,1,leaderboard_bbh_boolean_expressions,100,0,24
DreadPoor/Again-8B-Model_Stock,58.6699219154878,364,364,365,364.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
jebish7/gemma-2-9b-it,58.57409619805039,365,364,365,365.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
BlackBeenie/Bloslain-8B-v0.2,58.26824945611321,366,366,367,366.0,1,leaderboard_bbh_web_of_lies,100,0,24
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1,54.29178199558205,407,406,408,407.0,1,leaderboard_bbh_causal_judgement,100,0,24
zelk12/MT2-Gen6-gemma-2-9B,52.02069910477447,426,425,426,426.0,1,leaderboard_bbh_movie_recommendation,100,0,24
suayptalha/DeepSeek-R1-Distill-Llama-3B,44.83478783858775,490,489,491,490.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,44.45202542869668,492,491,493,492.0,1,leaderboard_bbh_boolean_expressions,100,0,24
theprint/ReWiz-Llama-3.1-8B-v2,44.24617757855206,493,492,494,493.0,1,leaderboard_bbh_temporal_sequences,100,0,24
CYFRAGOVPL/Llama-PLLuM-8B-base,39.88043772382289,531,530,532,531.0,1,leaderboard_bbh_boolean_expressions,100,0,24
iFaz/llama32_3B_en_emo_v3,39.81469242149191,532,531,533,532.0,1,leaderboard_bbh_boolean_expressions,100,0,24
qingy2024/Qwen2.5-4B,38.77792538851384,539,538,539,539.0,1,leaderboard_bbh_boolean_expressions,100,0,24
vhab10/Llama-3.2-Instruct-3B-TIES,37.64137983448455,549,548,549,549.0,1,leaderboard_bbh_tracking_shuffled_objects_five_objects,100,0,24
dwikitheduck/gemma-2-2b-id-inst,36.85873492058618,551,550,552,551.0,1,leaderboard_bbh_boolean_expressions,100,0,24
Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,33.74832574976623,571,570,572,571.0,1,leaderboard_bbh_disambiguation_qa,100,0,24
nbeerbower/Dumpling-Qwen2.5-1.5B,32.75327111083555,573,573,574,573.0,1,leaderboard_bbh_hyperbaton,100,0,24
Daemontatox/mini-Cogito-R1,32.51843993915147,574,573,575,574.0,1,leaderboard_bbh_hyperbaton,100,0,24
noname0202/llama-math-1b-r32-0to512tokens-test,32.43420227197596,575,574,576,575.0,1,leaderboard_bbh_geometric_shapes,100,0,24
AI4free/t2,31.304243230393094,587,586,587,587.0,1,leaderboard_bbh_causal_judgement,100,0,24
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,30.197820228577186,596,595,597,596.0,1,leaderboard_bbh_boolean_expressions,100,0,24
bunnycore/Qwen2.5-7B-R1-Bespoke-Task,30.155966205728603,597,596,598,597.0,1,leaderboard_bbh_boolean_expressions,100,0,24
Daemontatox/Cogito-MIS,29.68532272128864,598,597,599,598.0,1,leaderboard_bbh_causal_judgement,100,0,24
Sourjayon/DeepSeek-R1-ForumNXT,29.63254775306569,599,598,599,599.0,1,leaderboard_bbh_causal_judgement,100,0,24
BSC-LT/salamandra-7b-instruct,29.22670653356947,601,600,602,601.0,1,leaderboard_bbh_boolean_expressions,100,0,24
CYFRAGOVPL/PLLuM-12B-nc-base,29.123135683060976,602,601,602,602.0,1,leaderboard_bbh_boolean_expressions,100,0,24
CreitinGameplays/Llama-3.1-8B-R1-v0.1,28.486930442193756,603,603,604,603.0,1,leaderboard_bbh_causal_judgement,100,0,24
prithivMLmods/Llama-Express.1-Math,28.37459608419354,604,603,605,604.0,1,leaderboard_bbh_causal_judgement,100,0,24
meditsolutions/Llama-3.2-SUN-2.5B-chat,28.14469445147356,606,605,607,606.0,1,leaderboard_bbh_boolean_expressions,100,0,24
Amu/t1-1.5B,27.63201595398257,608,608,609,608.0,1,leaderboard_bbh_boolean_expressions,100,0,24
duyhv1411/Llama-3.2-3B-en-vi,27.43743843428418,609,608,609,609.0,1,leaderboard_bbh_boolean_expressions,100,0,24
