source_row_1based,Model,Publication date,Training compute (FLOP),Training compute notes,Training dataset size (total),Dataset size notes,Parameters,Parameters notes,Confidence,Numerical format,Training compute estimation method,Open model weights?,Reference,Link,publication_date_parsed,publication_year,date_status,included_as_of_cutoff,training_compute_numeric,training_compute_parse_status,dataset_size_numeric,dataset_size_parse_status,parameter_count_numeric,parameter_count_parse_status
3082,Variational RHN + WT (PTB),2016-07-12,1.28e+17,6*23000000*929000*1000=1.28202e+17,,,23000000.0,,Likely,,,No,Recurrent Highway Networks,https://arxiv.org/abs/1607.03474,2016-07-12,2016.0,at_or_before_cutoff,True,1.28e+17,finite_scalar,,missing,23000000.0,finite_scalar
3083,fastText,2016-07-06,,,,,,,Unknown,,,,Bag of Tricks for Efficient Text Classification,https://arxiv.org/abs/1607.01759,2016-07-06,2016.0,at_or_before_cutoff,True,,missing,,missing,,missing
3084,node2vec,2016-07-03,,,,,1280000.0,"If a graph has 10,000 nodes and the embeddings are 128-dimensional, then the total number of parameters would be:
P=10,000×128=1,280,000",Speculative,,,,node2vec: Scalable Feature Learning for Networks,https://arxiv.org/abs/1607.00653,2016-07-03,2016.0,at_or_before_cutoff,True,,missing,,missing,1280000.0,finite_scalar
3085,CCL,2016-06-27,,,20000,"[images]
Table 1",,The paper trains multiple regressions but the total parameter count is unclear.,Confident,,,No,Unconstrained Face Alignment via Cascaded Compositional Learning,https://www.semanticscholar.org/paper/Unconstrained-Face-Alignment-via-Cascaded-Learning-Zhu-Li/4396563ee3ec167932071e7936111f6a8899e905,2016-06-27,2016.0,at_or_before_cutoff,True,,missing,20000.0,finite_scalar,,missing
3086,Wide & Deep,2016-06-24,,,500000000000,,,,Unknown,,,,Wide & Deep Learning for Recommender Systems,https://arxiv.org/abs/1606.07792,2016-06-24,2016.0,at_or_before_cutoff,True,,missing,500000000000.0,finite_scalar,,missing
3087,R-FCN,2016-06-21,7.1935776e+17,"1,464  images in 2012 VOC (https://paperswithcode.com/dataset/pascal-voc)/
9,963 images in 2007 VOC (https://www.tensorflow.org/datasets/catalog/voc)
83K training images in MS COCO  (https://paperswithcode.com/dataset/coco)

They used a Nvidia K40 GPU and report training time/image in seconds (table 3)

Assumed a 0.33 util rate

Section 4.2 (MS COCO):
""Next we evaluate on the MS COCO dataset [ 13 ] that has 80 object categories. Our experiments involve the 80k train set, 40k val set, and 20k test-dev set. We set the learning rate as 0.001 for 90k iterations and 0.0001 for next 30k iterations, with an effective mini-batch size of 8.""
0.45s K40 training time per image (table 3)
K40 has 5046000000000 FLOP/s

Total examples: 120000*8=960000 (12 epochs)
5046000000000 FLOP/s * 960000 images * 0.45 s/image * 0.33 utilization = 719357760000000000 FLOP",10624000,,,,Confident,FP32,Hardware,,R-fcn: Object detection via region-based fully convolutional networks.,https://arxiv.org/abs/1605.06409,2016-06-21,2016.0,at_or_before_cutoff,True,7.1935776e+17,finite_scalar,10624000.0,finite_scalar,,missing
3088,DMN,2016-06-20,,,,,,,Unknown,,,,Ask Me Anything: Dynamic Memory Networks for Natural Language Processing,https://arxiv.org/abs/1506.07285,2016-06-20,2016.0,at_or_before_cutoff,True,,missing,,missing,,missing
3089,Segmental RNN,2016-06-20,,,,,,,Unknown,,,No,Segmental Recurrent Neural Networks for End-to-end Speech Recognition,https://arxiv.org/abs/1603.00223,2016-06-20,2016.0,at_or_before_cutoff,True,,missing,,missing,,missing
3090,CMS-RCNN,2016-06-17,,,,"159,424 annotated faces collected in 12,880 images",138000000.0,"Based on VGG16 architecture, actual parameter count is slightly larger since the model contains some small added layers which are not described in detail.",Likely,,,No,CMS-RCNN: Contextual Multi-Scale Region-based CNN for Unconstrained Face Detection,https://www.semanticscholar.org/paper/CMS-RCNN%3A-Contextual-Multi-Scale-Region-based-CNN-Zhu-Zheng/e8b2a98f87b7b2593b4a046464c1ec63bfd13b51,2016-06-17,2016.0,at_or_before_cutoff,True,,missing,,missing,138000000.0,finite_scalar
3091,PixelCNN,2016-06-16,,,15728640000,,,,Unknown,,,,"Conditional Image Generation with PixelCNN Decoders
",https://arxiv.org/abs/1606.05328,2016-06-16,2016.0,at_or_before_cutoff,True,,missing,15728640000.0,finite_scalar,,missing
3092,Spatiotemporal fusion ConvNet,2016-06-01,,,13000,"[SECONDS OF VIDEO]

They use UCF101, whose paper says
""We introduce UCF101 which is currently the largest dataset of human actions. It consists of 101 action classes, over 13k clips and 27 hours of video data""",,,,FP32,,,Convolutional Two-Stream Network Fusion for Video Action Recognition,https://openaccess.thecvf.com/content_cvpr_2016/html/Feichtenhofer_Convolutional_Two-Stream_Network_CVPR_2016_paper.html,2016-06-01,2016.0,at_or_before_cutoff,True,,missing,13000.0,finite_scalar,,missing
3093,Part-of-sentence tagging model,2016-05-29,1.454112e+17,"12 hours of training for POS tagging
GeForce GTX TITAN X GPU
0.33 utilization rate
",912344,Table 2,,Architecture described in Table 1,Confident,FP32,Hardware,,End-to-end Sequence Labeling via Bi-directional LSTM-CNNs-CRF,https://arxiv.org/abs/1603.01354,2016-05-29,2016.0,at_or_before_cutoff,True,1.454112e+17,finite_scalar,912344.0,finite_scalar,,missing
3094,LRR-4X,2016-05-08,,,152231040,,138000000.0,VGG16 with some added layers which are not specified in detail.,Likely,,,Yes,Laplacian Pyramid Reconstruction and Refinement for Semantic Segmentation,https://www.semanticscholar.org/paper/Laplacian-Pyramid-Reconstruction-and-Refinement-for-Ghiasi-Fowlkes/2796c448023b78fd77f3a4b57966f257c5e654c2,2016-05-08,2016.0,at_or_before_cutoff,True,,missing,152231040.0,finite_scalar,138000000.0,finite_scalar
3095,Gated HORNN (3rd order),2016-04-30,,,22400000,,8970000.0,,,,,No,Higher Order Recurrent Neural Networks,https://arxiv.org/abs/1605.00064,2016-04-30,2016.0,at_or_before_cutoff,True,,missing,22400000.0,finite_scalar,8970000.0,finite_scalar
3096,Dueling DQN,2016-04-05,,,,,1700000.0,Same parameter count as DQN,Confident,,,No,Dueling Network Architectures for Deep Reinforcement Learning,https://arxiv.org/abs/1511.06581,2016-04-05,2016.0,at_or_before_cutoff,True,,missing,,missing,1700000.0,finite_scalar
3097,Symmetric Residual Encoder-Decoder Net,2016-03-30,,,1250000000,,,,Unknown,FP32,,,Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections,https://arxiv.org/abs/1603.09056v2,2016-03-30,2016.0,at_or_before_cutoff,True,,missing,1250000000.0,finite_scalar,,missing
3098,Binarized Neural Network (MNIST),2016-03-17,,,60000,"60k training images, 10k test in MNIST",37000000.0,"Parameter count is not explicitly stated, but they give details:

""The MLP we train on MNIST consists of 3 hidden layers of 4096 binary units (see Section 1) and a L2-SVM output layer""

Approximately 37m, based on 784 pixels * 4096 + 2 * 4096^2",Speculative,,,,Binarized Neural Networks: Training Neural Networks with Weights and Activations Constrained to +1 or −1,https://arxiv.org/abs/1602.02830,2016-03-17,2016.0,at_or_before_cutoff,True,,missing,60000.0,finite_scalar,37000000.0,finite_scalar
3099,"Template Adaptation
",2016-03-12,,,7797,"""IJB-A contains 5712 images and 2085 videos of 500 subjects, for an average of 11.4 images and 4.2 videos per subject.""
Unclear how the videos were converted to training images.",138000000.0,Trains SVM on top of VGG-Face (VGG16 architecture). SVM parameters are not included in the estimate.,Likely,,,No,Template Adaptation for Face Verification and Identification,https://www.semanticscholar.org/paper/Template-Adaptation-for-Face-Verification-and-Crosswhite-Byrne/42515cd370f5edf4ac6c8d4bc3f6e0d848f6b73a,2016-03-12,2016.0,at_or_before_cutoff,True,,missing,7797.0,finite_scalar,138000000.0,finite_scalar
3100,Named Entity Recognition model,2016-03-04,9.69408e+16,"8 hours of training for NER
GeForce GTX TITAN X GPU
0.33 utilization rate
",204567,Table 2. 204567 tokens,,Architecture in Table 1,Confident,FP32,Hardware,,End-to-end Sequence Labeling via Bi-directional LSTM-CNNs-CRF,https://arxiv.org/abs/1603.01354,2016-03-04,2016.0,at_or_before_cutoff,True,9.69408e+16,finite_scalar,204567.0,finite_scalar,,missing
3101,Double DQN,2016-03-02,,,,,1500000.0,"""approximately 1.5M parameters
in total""",Confident,,,No,Deep Reinforcement Learning with Double Q-Learning,https://ojs.aaai.org/index.php/AAAI/article/view/10295,2016-03-02,2016.0,at_or_before_cutoff,True,,missing,,missing,1500000.0,finite_scalar
3102,Order-Embeddings of Images and Language,2016-03-01,,,,"We use the data splits of Karpathy & Li (2015) for training
(113,287 images), validation (5000 images), and test (5000 images).",,possibly can be calculated based on architecture description,Confident,,,Yes,Order-Embeddings of Images and Language,https://arxiv.org/abs/1511.06361,2016-03-01,2016.0,at_or_before_cutoff,True,,missing,,missing,,missing
3103,SqueezeNet,2016-02-24,,,1280000,,1200000.0,"The paper says ""SqueezeNet achieves AlexNet-level accuracy on ImageNet with 50x fewer parameters.""

AlexNet has 60 million parameters.",,FP32,,,SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and <0.5MB model size,https://arxiv.org/abs/1602.07360,2016-02-24,2016.0,at_or_before_cutoff,True,,missing,1280000.0,finite_scalar,1200000.0,finite_scalar
3104,Inception-ResNet-V2,2016-02-23,,,1280000,,56000000.0,,,,,,"Inception-v4, Inception-ResNet and the Impact of Residual Connections on Learning",https://arxiv.org/abs/1602.07261,2016-02-23,2016.0,at_or_before_cutoff,True,,missing,1280000.0,finite_scalar,56000000.0,finite_scalar
3105,Inceptionv4,2016-02-23,,,1280000,,43000000.0,"""The folks from Google strike again with Inception-v4, 43M parameters.""

https://towardsdatascience.com/illustrated-10-cnn-architectures-95d78ace614d",,,,,"Inception-v4, Inception-ResNet and the Impact of Residual Connections on Learning",https://arxiv.org/abs/1602.07261,2016-02-23,2016.0,at_or_before_cutoff,True,,missing,1280000.0,finite_scalar,43000000.0,finite_scalar
3106,BIG LSTM+CNN INPUTS ,2016-02-11,1.0220883e+20,"assuming (!) 10 days similarly to another model in the paper
240*3600*5046000000000*32*0.3 = 4.1853542e+19

assuming (!) 50 epochs similarly to another model in the paper
6*1.04*10^9*0.8*10^9*50 = 2.496e+20

sqrt(4.1853542e+19*2.496e+20) = 1.0220883e+20",,"""The experiments are performed on the 1B Word Benchmark data set introduced by (Chelba et al., 2013), which is
a publicly available benchmark for measuring progress of
statistical language modeling. The data set contains about
0.8B words with a vocabulary of 793471 words, including
sentence boundary markers.""",1040000000.0,1.04B (Table 1),Likely,,"Hardware,Operation counting",,Exploring the Limits of Language Modeling,https://arxiv.org/abs/1602.02410,2016-02-11,2016.0,at_or_before_cutoff,True,1.0220883e+20,finite_scalar,,missing,1040000000.0,finite_scalar
3107,10 LSTMS + KN-5 (OPTIMAL WEIGHTS),2016-02-11,8.7892439e+19,504*3600*5046000000000*32*0.3 =8.7892439e+19 ,,"""The experiments are performed on the 1B Word Benchmark data set introduced by (Chelba et al., 2013), which is
a publicly available benchmark for measuring progress of
statistical language modeling. The data set contains about
0.8B words with a vocabulary of 793471 words, including
sentence boundary markers.""",1040000000.0,1.04B (Table 1),Likely,,Hardware,,Exploring the Limits of Language Modeling,https://arxiv.org/abs/1602.02410,2016-02-11,2016.0,at_or_before_cutoff,True,8.7892439e+19,finite_scalar,,missing,1040000000.0,finite_scalar
3108,A3C FF hs,2016-02-04,,,200000000,,,,Unknown,FP32,,,Asynchronous Methods for Deep Reinforcement Learning,http://arxiv.org/abs/1602.01783v2,2016-02-04,2016.0,at_or_before_cutoff,True,,missing,200000000.0,finite_scalar,,missing
3109,Convolutional Pose Machines,2016-01-30,,,,,,,Unknown,FP32,,,Convolutional Pose Machines,https://arxiv.org/abs/1602.00134,2016-01-30,2016.0,at_or_before_cutoff,True,,missing,,missing,,missing
3110,AlphaGo Lee,2016-01-27,1.9e+21,"This number is pretty uncertain. I expect it to be right to around a factor of 3, at least compared to AlphaGo Fan.

The architecture used was pretty much the same as AlphaGo Fan, but it was ""trained for longer"" and had around 5.33x the number of convolutional layers of AlphaGo Fan (256/48 = 5.33). 

The convolutional layers are the major contributor to the training compute, so I somewhat arbitrarily just multiply the compute for AlphaGo Fan by 5. Thus 3.8e20 * 5 = 1.9e21

Otherwise there has been little said about this model specifically - I've mainly relied on the source for AlphaGo Zero and AlphaGo Fan, linked below

AlphaGo Fan: https://www.nature.com/articles/nature16961

AlphaGo Zero: https://www.nature.com/articles/nature24270.epdf?author_access_token=VJXbVjaSHxFoctQQ4p2k4tRgN0jAjWel9jnR3ZoTv0PVW4gB86EEpGqTRDtpIz-2rmo8-KG06gqVobU5NSCFeHILHcVFUeMsbvwS-lxjqQGg98faovwjxeTUgZAUMnRQ",300000000,"We trained the policy network pσ to classify positions according to expert moves played in the KGS data set. This data set contains 29.4 million positions from 160,000 games played by KGS 6 to 9 dan human players; 35.4% of the games are handicap games.",,,Speculative,,Comparison with other models,No,Mastering the game of Go with deep neural networks and tree search,https://www.nature.com/articles/nature16961,2016-01-27,2016.0,at_or_before_cutoff,True,1.9e+21,finite_scalar,300000000.0,finite_scalar,,missing
3111,"Variational (untied weights, MC) LSTM (Large)",2015-12-16,5886144000000000.0,6 FLOP / parameter / token * 66000000 parameters * 929000 tokens * 16 epochs = 5.886144e+15 FLOP,929000,"""We had to use early stopping for the large model with [20]’s variant as the model starts overfitting after 16 epochs.""",66000000.0,66M according to https://arxiv.org/pdf/1611.01462,Confident,FP32,Operation counting,No,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,https://arxiv.org/abs/1512.05287,2015-12-16,2015.0,at_or_before_cutoff,True,5886144000000000.0,finite_scalar,929000.0,finite_scalar,66000000.0,finite_scalar
3112,Advantage Learning,2015-12-15,,,100000000,,,,Unknown,,,,Increasing the Action Gap: New Operators for Reinforcement Learning,http://arxiv.org/abs/1512.04860v1,2015-12-15,2015.0,at_or_before_cutoff,True,,missing,100000000.0,finite_scalar,,missing
3113,BPL,2015-12-11,,,,,,,Unknown,,,,Human-level concept learning through probabilistic program induction,https://science.sciencemag.org/content/350/6266/1332/,2015-12-11,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3114,ResNet-152 (ImageNet),2015-12-10,1.041408e+19,"11.3 *10^9 mult-adds per forward pass (Table 1)
2 FLOPS/ mult-add
3 for forward & backward pass
1.2 * 10^6 examples in dataset
128 epochs

-> 1.041408 × 10^19 FLOP

Authors of ""AI and Memory Wall"" (https://github.com/amirgholami/ai_and_memory_wall) estimated model's training compute as 11,000 PFLOP = 1.1*10^19 FLOP",1280000,"""We evaluate our method on the ImageNet 2012 classification dataset [36] that consists of 1000 classes. The models are trained on the 1.28 million training images""",60200000.0,Taken from https://arxiv.org/abs/1605.07146,Confident,FP32,"Operation counting,Third-party estimation",,Deep Residual Learning for Image Recognition,https://arxiv.org/abs/1512.03385,2015-12-10,2015.0,at_or_before_cutoff,True,1.041408e+19,finite_scalar,1280000.0,finite_scalar,60200000.0,finite_scalar
3115,ResNet-110 (CIFAR-10),2015-12-10,,,50000,,1700000.0,Table 6,,FP32,,,Deep Residual Learning for Image Recognition,https://arxiv.org/abs/1512.03385,2015-12-10,2015.0,at_or_before_cutoff,True,,missing,50000.0,finite_scalar,1700000.0,finite_scalar
3116,ResNet-101 (ImageNet),2015-12-10,7.004e+18,"Forward FLOP: 15200000000
120 epochs
1280000*120*3*15200000000=7.00416e+18
",1280000,"""We evaluate our method on the ImageNet 2012 classification dataset [36] that consists of 1000 classes. The models are trained on the 1.28 million training images""",44500000.0,Taken from https://arxiv.org/abs/1605.07146,Confident,,Operation counting,Yes,Deep Residual Learning for Image Recognition,https://arxiv.org/abs/1512.03385,2015-12-10,2015.0,at_or_before_cutoff,True,7.004e+18,finite_scalar,1280000.0,finite_scalar,44500000.0,finite_scalar
3117,DeepSpeech2 (English),2015-12-08,2.6e+19,"1 timestep = (1280 hidden units)^2 * (7 RNN layers * 4 matrices for bidirectional + 2 DNN layers) * (2 for doubling parameters from 36M to 72M) = 98 MFLOP
20 epochs * 12,000 hours * 3600 seconds/hour * 50 samples/sec * 98 MFLOP * 3 add-multiply * 2 backprop 
= 26,000 PF = 0.30 pfs-days

See also AI and Compute by Dario Amodei and OpenAI https://openai.com/research/ai-and-compute",716400000,"""Our English speech system is trained on 11,940 hours of speech, while the Mandarin system is trained on 9,400 hours.""

11,940 * 13,680 = 163339200",38000000.0,All networks have 38 million parameters.,Confident,FP32,"Operation counting,Third-party estimation",,Deep Speech 2: End-to-End Speech Recognition in English and Mandarin,https://arxiv.org/abs/1512.02595,2015-12-08,2015.0,at_or_before_cutoff,True,2.6e+19,finite_scalar,716400000.0,finite_scalar,38000000.0,finite_scalar
3118,SSD,2015-12-08,,,2300000,"Multiple datasets were used (PASCAL VOC, ILSVRC, COCO) but afaict COCO is the largest. Per this paper https://arxiv.org/abs/1703.06870v1, final paragraph before section 4.1, ""As in previous work [3, 21], we train using the union of 80k train images and a 35k subset of val images (trainval35k), and report ablations on the remaining 5k subset of val images (minival)"". So trainval35k is 80k + 35k = 115k",,Can be calculated from the VGG-16 paper and Figure 2,Confident,FP32,,Yes,SSD: Single Shot MultiBox Detector,https://arxiv.org/pdf/1512.02325,2015-12-08,2015.0,at_or_before_cutoff,True,,missing,2300000.0,finite_scalar,,missing
3119,Inception v3,2015-12-02,1e+20,"Authors of ""AI and Memory Wall"" (https://github.com/amirgholami/ai_and_memory_wall) estimated model's training compute as 100,000 PFLOP = 1*10^20 FLOP",1200000,"The full dataset is a lot larger and has far more categories. When people say ""ImageNet"" they're usually referring to the subset of the full dataset with 1000 categories and 1.2million images, found here: https://image-net.org/challenges/LSVRC/2012/",23626728.0,Table 3 from Xception paper,Likely,,Third-party estimation,,Rethinking the inception architecture for computer vision.,https://arxiv.org/abs/1512.00567,2015-12-02,2015.0,at_or_before_cutoff,True,1e+20,finite_scalar,1200000.0,finite_scalar,23626728.0,finite_scalar
3120,Netflix Recommender System,2015-12-01,,,,,,,Unknown,,,,"The Netflix Recommender System: Algorithms, Business Value, and Innovation",https://dl.acm.org/doi/pdf/10.1145/2843948,2015-12-01,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3121,Multi-scale Dilated CNN,2015-11-23,,,,,,,Unknown,FP32,,,Multi-Scale Context Aggregation by Dilated Convolutions,https://arxiv.org/abs/1511.07122,2015-11-23,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3122,Highway Network,2015-11-23,,,,,2300000.0,2.3M from Table 2.,Confident,,,,Training Very Deep Networks,https://arxiv.org/abs/1507.06228,2015-11-23,2015.0,at_or_before_cutoff,True,,missing,,missing,2300000.0,finite_scalar
3123,3DDFA,2015-11-23,,,293901,"""We divide 300W-LP into 97,967 samples for training and 24,483 samples for testing, without identity overlapping. """,5355584.0,"Parameters based on Figure 2:
CNN layers: 4*4*16*6+4*4*32*16=9728
Local CNN: 3*3*48*32*11*11+3*3*64*49*9*9=3958848
FC: 9*9*64*256+234*256=1387008
Total: 9728+3958848+1387008=5355584
",Confident,,,No,"Face Alignment in Full Pose Range: A 3D Total Solution
",https://arxiv.org/abs/1511.07212,2015-11-23,2015.0,at_or_before_cutoff,True,,missing,293901.0,finite_scalar,5355584.0,finite_scalar
3124,The Attentive Reader,2015-11-19,,,,"Table 1 shows statistics of documents and queries used to construct examples. Training examples are document-query-answer pairs
Estimating query-answer pairs at ~30 tokens
Total tokens:
CNN: (762+30)*380000=300960000
Daily Mail: (812+30)*880000=740960000
Total: 1041920000",,possibly can be calculated based on architecture description,Confident,,,Yes,Teaching Machines to Read and Comprehend,https://arxiv.org/abs/1506.03340,2015-11-19,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3125,SAF R-CNN,2015-10-28,1.2311081250000001e+19,"Base model: 12291000000000002000
Base model inference FLOP: 15300000000
Finetune for 7 epochs with 62500 training examples
15300000000*3*62500*7=20081250000000000=2e16

Total compute: 12291000000000002000+20081250000000000=12311081250000002000",350000,"""There are totally 350,000 bounding boxes of about 2,300 unique pedestrians labeled in 250,000 frames""
""We use dense sampling of the training data (every 4th frame""",138000000.0,"Taken from VGG16 base model, ignoring minor architectural changes",Likely,,Operation counting,No,Scale-aware Fast R-CNN for Pedestrian Detection,https://arxiv.org/abs/1510.08160,2015-10-28,2015.0,at_or_before_cutoff,True,1.2311081250000001e+19,finite_scalar,350000.0,finite_scalar,138000000.0,finite_scalar
3126,AlphaGo Fan,2015-10-01,3.8e+20,"Assume 0.3 utilisation rate, 1e13 GPU FLOP/s [single precision]. Trained in three stages using 50 GPUs over 3 weeks + 1 day + 1 week

Training compute = (50 GPUs)(29 days)(86400s/day)(0.3 utilisation rate)(1e13 FLOP/s) = 3.8e20 FLOPs
",12697600000,Supervised learning + self-play,8209984.0,"The input to the policy network is a 19 × 19 × 48 image stack consisting of 48 feature planes. The first hidden layer zero pads the input into a 23 × 23 image, then convolves k filters of kernel size 5 × 5 with stride 1 with the input image and applies a rectifier nonlinearity. Each of the subsequent hidden layers 2 to 12 zero pads the respective previous hidden layer into a 21 × 21 image, then convolves k filters of kernel size 3 × 3 with stride 1, again followed by a rectifier nonlinearity. The final layer convolves 1 filter of kernel size 1 × 1 with stride 1, with a different bias for each position, and applies a softmax function. The match version of AlphaGo used k = 192 filters; Fig. 2b and Extended Data Table 3 additionally show the results of training with k = 128, 256 and 384 filters.

The input to the value network is also a 19 × 19 × 48 image stack, with an additional binary feature plane describing the current colour to play. Hidden layers 2 to 11 are identical to the policy network, hidden layer 12 is an additional convolution layer, hidden layer 13 convolves 1 filter of kernel size 1 × 1 with stride 1, and hidden layer 14 is a fully connected linear layer with 256 rectifier units. The output layer is a fully connected linear layer with a single tanh unit.",Likely,,Hardware,No,Mastering the game of Go with deep neural networks and tree search,https://www.nature.com/articles/nature16961,2015-10-01,2015.0,at_or_before_cutoff,True,3.8e+20,finite_scalar,12697600000.0,finite_scalar,8209984.0,finite_scalar
3127,Deep Deterministic Policy Gradients,2015-09-09,,,,,,,Unknown,,,,Continuous control with deep reinforcement learning,https://arxiv.org/abs/1509.02971,2015-09-09,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3128,BPE,2015-08-31,,,50000000,"[WORDS]
""We perform experiments on data from the shared translation task of WMT 2015. For English→German, our training set consists of 4.2 million sentence pairs, or approximately 100 million tokens. For English→Russian, the training set consists of 2.6 million sentence pairs, or approximately 50 million tokens""

100M tokens, around half will be in English, 0.75 words per token

",,,,,,,Neural Machine Translation of Rare Words with Subword Units,https://arxiv.org/abs/1508.07909,2015-08-31,2015.0,at_or_before_cutoff,True,,missing,50000000.0,finite_scalar,,missing
3129,LSTM-Char-Large,2015-08-26,2650000000000000.0,6 FLOP / parameter / token * 19000000 parameters * 929000 tokens * 25 epochs = 2.64765e+15 FLOP,929000,"25 epochs based on code (https://github.com/yoonkim/lstm-char-cnn/blob/master/main.lua) and ""We train for 25 epochs on non-Arabic and 30 epochs on Arabic data (which was sufficient for convergence)""",19000000.0,19M (Table 3),Confident,,Operation counting,No,Character-Aware Neural Language Models,https://arxiv.org/abs/1508.06615,2015-08-26,2015.0,at_or_before_cutoff,True,2650000000000000.0,finite_scalar,929000.0,finite_scalar,19000000.0,finite_scalar
3130,"Listen, Attend and Spell",2015-08-20,,,,,,,Unknown,,,No,"Listen, attend and spell: A neural network for large vocabulary conversational speech recognition",https://ieeexplore.ieee.org/document/7472621,2015-08-20,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3131,DCNN,2015-08-07,4.8098691e+17,"Total compute: 1535436288 forward pass flops *3* 1000000 iterations * 128 batch size = 589607534592000000 FLOP = 5.89607534592e17 FLOP

Forward pass FLOPs based on CNN details in Table 1:
Conv11: 2*3*3*32*100*100*1=5760000
Conv12: 2*3*3*64*100*100*32=368640000
Conv21: 2*3*3*64*50*50*64=184320000
Conv22: 2*3*3*64*50*50*128=368640000
Conv32: 2*3*3*128*25*25*96=138240000
Conv33: 2*3*3*96*25*25*192=207360000
Conv41: 2*3*3*192*13*13*128=74760192
Conv42: 2*3*3*128*13*13*256=99680256
Conv51: 2*3*3*256*7*7*160=36126720
Conv52: 2*3*3*160*7*7*320=45158400
Fc6: 2*320*10548=6750720
Total forward pass FLOPs: 5760000+368640000+184320000+368640000+138240000+207360000+74760192+99680256+36126720+45158400+6750720=1535436288


1682000000000 FLOP / GPU / sec * 1 GPU * 9 days * 24 hours / day * 3600 sec / hour * 0.3 [assumed utilization] = 3.9237696e+17 FLOP

sqrt(5.89607534592e17 * 3.9237696e+17) = 4.8098691e+17",490356,"""The CASIA-WebFace dataset contains 494,414 face images of 10,575 subjects downloaded from the IMDB website. After removing the 27 overlapping subjects with the IJB-A dataset, there are 10548 subjects 1 and 490,356 face images.""",5006000.0,Table 1,Confident,,"Operation counting,Hardware",No,Unconstrained Face Verification using Deep CNN Features,https://arxiv.org/abs/1508.01722,2015-08-07,2015.0,at_or_before_cutoff,True,4.8098691e+17,finite_scalar,490356.0,finite_scalar,5006000.0,finite_scalar
3132,Deep CNN + COTS,2015-07-26,,,494414,"CASIA [6] dataset provides a large collection of labeled (based on subject names) training set for deep learning networks. It contains 494,414 images of 10,575 subjects",5006000.0,Taken from Table 1 of https://arxiv.org/abs/1508.01722 which uses the same architecture,Confident,,,No,Face Search at Scale: 80 Million Gallery,https://www.semanticscholar.org/paper/Face-Search-at-Scale%3A-80-Million-Gallery-Wang-Otto/be38934db99182c0e3100be58cd0299151b30625,2015-07-26,2015.0,at_or_before_cutoff,True,,missing,494414.0,finite_scalar,5006000.0,finite_scalar
3133,CompACT-Deep,2015-07-19,,Finetunes of VGG and AlexNet,,"From the paper: For Caltech, we used the training set size of [21]

[21] is https://arxiv.org/pdf/1406.1134. From that paper:

For the following experiments, we rely solely on the training set of the Caltech Pedestrian Dataset [10]. Of the 71 minute long training videos (∼128k images), we use every fourth video as validation data and the rest for training.

128k * 3/4 = 96k",,Uses combinations of finetuned VGG and AlexNet models,Confident,,,No,Learning Complexity-Aware Cascades for Deep Pedestrian Detection,https://www.semanticscholar.org/paper/Learning-Complexity-Aware-Cascades-for-Deep-Cai-Saberian/c3bd3b9782dc504ee4f2b8a12bd9c562a5c0d7ad,2015-07-19,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3134,Search-Proven Best LSTM,2015-07-06,3340000000000000.0,6 FLOP / parameter / token * 20000000 parameters * 929000 tokens * 30 epochs = 3.3444e+15 FLOP,929000,""" After training for this number of epochs, we begin to lower the learning rate by a factor of decay each epoch for a total of 30 training epochs in total.""",20000000.0,20M (Table 3),Confident,,Operation counting,No,An Empirical Exploration of Recurrent Network Architectures,https://proceedings.mlr.press/v37/jozefowicz15.pdf,2015-07-06,2015.0,at_or_before_cutoff,True,3340000000000000.0,finite_scalar,929000.0,finite_scalar,20000000.0,finite_scalar
3135,Skip-Thoughts,2015-06-22,,,,Table 1,,possibly can be calculated based on architecture description,Confident,,,Yes,Skip-Thought Vectors,https://arxiv.org/abs/1506.06726,2015-06-22,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3136,BatchNorm,2015-06-15,,,12441600000,,13600000.0,"""The network contains 13.6 · 106 parameters""",Confident,,,,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,https://arxiv.org/abs/1502.03167,2015-06-15,2015.0,at_or_before_cutoff,True,,missing,12441600000.0,finite_scalar,13600000.0,finite_scalar
